otel_ad,fiyat,Fiyat Aralığı,Bölge,Hava Alanına Uzaklığı,Denize Uzaklığı,Plaj,İskele,A la Carte Restoran,Asansör,Açık Restoran,Kapalı Restoran,Açık Havuz,Kapalı Havuz,Bedensel Engelli Odası,Bar,Su Kaydırağı,Balo Salonu,Kuaför,Otopark,Market,Sauna,Doktor,Beach Voley,Fitness,Canlı Eğlence,Wireless Internet,Animasyon,Sörf,Paraşüt,Araç Kiralama,Kano,SPA,Masaj,Masa Tenisi,Çocuk Havuzu,Çocuk Parkı
Sealife Family Resort,"25.920,00 TL",25000-27000,Antalya - Konyaaltı-Konyaaltı ,"20 km, Antalya HA ",Denize Sıfır (Aradan Yol Geçiyor),Mavi Bayraklı Özel Plaj,Yok,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Seher Sun Palace,"13.860,00 TL",13000-15000,Antalya - Side ,"55 km, Antalya HA ",300 - 400 Metre Arası,Mavi Bayraklı Özel Plaj,Yok,2,1,1,1,1,1,1,4,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
Selge Beach Resort Spa,"47.400,00 TL",+33000,Antalya - Side-Kızılağaç ,"75 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,2,1,1,1,3,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
Serenis Hotel,"15.933,02 TL",15000-17000,Antalya - Side-Kumköy ,"65 km, Antalya HA ",500 - 600 Metre Arası,Özel Plaj,Yok,1,1,1,1,5,1,0,2,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1
Serenity Queen Hotel,"20.196,00 TL",19000-21000,Antalya - Alanya-Konaklı ,"114 km, Antalya HA ",No Info,Özel Plaj,Var,2,0,0,1,2,1,0,7,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0
Seven Seas Gravel Select,"22.345,89 TL",21000-23000,Antalya - Kemer-Merkez ,"55 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,4,1,1,1,3,1,1,11,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
Xanadu Island Bodrum,"36.000,00 TL",+33000,Bodrum - Akyarlar ,"50 km, Milas HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,2,0,1,1,2,1,1,7,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1
Xanadu Resort Hotel,"40.800,00 TL",+33000,Antalya - Belek-Acısu Mevkii ,"40 km, Antalya HA ",Denize Sıfır (Aradan Yol Geçiyor),Mavi Bayraklı Özel Plaj,Var,6,1,1,1,2,1,0,6,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alan Xafira Deluxe Resort Spa,"14.973,00 TL",13000-15000,Antalya - Alanya-Türkler ,"60 km, Alanya HA ",300 - 400 Metre Arası,Özel Plaj,Yok,3,1,1,1,3,1,0,7,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Aqı Pegasos World,"18.008,10 TL",17000-19000,Antalya - Side-Titreyengöl ,"70 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,3,1,0,1,1,1,0,7,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1
First Class Hotel Alanya,"12.150,00 TL",11000-13000,Antalya - Alanya-Kargıcak ,"25 km, Gazipaşa HA ",Denize Sıfır (Aradan Yol Geçiyor),Özel Plaj,Var,1,1,1,1,2,1,1,6,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1
Grand Cettia Hotel,"23.940,00 TL",23000-25000,Marmaris - Armutalan ,"96 km, Dalaman HA ",750 Metre ve Üzeri,Halk Plajı,Yok,2,1,1,1,4,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1
Grand Kolibri Prestige Spa,"10.206,72 TL",9000-11000,Antalya - Alanya-Avsallar ,"100 km, Antalya HA ",100 - 200 Metre Arası,Özel Plaj,Yok,1,0,1,1,2,1,0,4,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
Miracle Resort Otel,"40.500,00 TL",+33000,Antalya - Lara-Kundu ,"15 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,2,1,2,3,1,1,1,2,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1
Sianji Well Being Resort,"25.110,00 TL",25000-27000,Bodrum - Turgutreis-Kadıkalesi Mevkii ,"49 km, Milas HA ",Denize Sıfır,Özel Plaj,Yok,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0
Side Star Park,"16.046,68 TL",15000-17000,Antalya - Side-Çolaklı ,"65 km, Antalya HA ",200 - 300 Metre Arası,Mavi Bayraklı Özel Plaj,Yok,3,1,1,1,1,0,0,4,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1
Tui Magic Life Masmavi,"25.061,40 TL",25000-27000,Antalya - Belek-Serik ,"35 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,6,1,1,1,1,1,1,5,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1
Campus Hill Hotel,"7.781,40 TL",7000-9000,Antalya - Alanya ,"135 km, Antalya HA ",750 Metre ve Üzeri,Özel Plaj,Yok,1,0,1,1,1,0,0,4,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0
Club Porto Amore Adult Only,"41.971,02 TL",+33000,Antalya - Alanya ,"162 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,2,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0
Del Mare Reserve Hotel Spa,"56.764,80 TL",+33000,Bodrum - Gündoğan ,"53 km, Milas ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,2,1,1,2,1,1,0,2,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0
Diamond Hill Resort,"12.232,50 TL",11000-13000,Antalya - Alanya-Tosmur ,"125 km, Antalya HA ",50 - 100 Metre Arası,Özel Plaj,Yok,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1
Elementa Boutique Hotel,"27.360,00 TL",27000-29000,Bodrum - Yalıkavak ,"56 km, Milas HA ",200 - 300 Metre Arası,Halk Plajı,Yok,1,0,1,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Aqı Hydros Club,"16.891,20 TL",15000-17000,Antalya - Kemer-Merkez ,"65 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,3,1,0,1,2,1,0,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Arabella World Hotel,"8.373,75 TL",7000-9000,Antalya - Alanya-İncekum ,"107 km, Antalya HA ",300 - 400 Metre Arası,Özel Plaj,Yok,0,1,1,1,1,1,0,2,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1
Ares Blue Hotel,"8.178,00 TL",7000-9000,Antalya - Kemer-Kiriş ,"65 km, Antalya HA ",100 - 200 Metre Arası,Özel Plaj,Yok,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1
Artemis Princess Hotel,"10.520,90 TL",9000-11000,Antalya - Alanya-Obagöl ,"120 km, Antalya HA ",200 - 300 Metre Arası,Halk Plajı,Yok,0,1,1,1,2,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0
Aska Just İn Beach,"16.456,50 TL",15000-17000,Antalya - Alanya-İncekum ,"100 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,1,1,1,1,1,1,0,2,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
Balmy Beach Resort Kemer,"57.852,00 TL",+33000,Antalya - Kemer ,"40 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,1,0,1,0,1,0,0,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Belkon Club Hotel,"5.100,00 TL",5000-7000,Antalya - Belek-Üçkum Tepesi ,"30 km, Antalya HA ",750 Metre ve Üzeri,Özel Plaj,Yok,1,0,1,1,3,0,0,3,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1
Bilem Hotel Beach Spa,"20.351,25 TL",19000-21000,Antalya - Lara ,"16 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,0,1,1,1,1,1,1,4,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0
Blue Fish Hotel,"13.114,31 TL",13000-15000,Antalya - Alanya-Konaklı ,"118 km, Antalya HA ",50 - 100 Metre Arası,Özel Plaj,Var,0,1,1,1,1,0,0,4,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1
Cettia Beach Resort +16,"28.350,00 TL",27000-29000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Club Kastalia Holiday Village,"17.796,24 TL",17000-19000,Antalya - Alanya-Konaklı ,"113 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,0,1,1,1,2,0,0,3,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0
Club Munamar Beach Resort,"9.691,50 TL",9000-11000,Marmaris - İçmeler-Cumhuriyet Mahallesi ,"100 km, Dalaman HA ",50 - 100 Metre Arası,Özel Plaj,Yok,0,1,1,1,3,0,0,3,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1
Elips Royal Hotel,"17.169,60 TL",17000-19000,Antalya - Antalya Merkez-Muratpaşa ,"10 km, Antalya HA ",Uygun Değil,Yok,Yok,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Elite World Marmaris (+16),"20.790,00 TL",19000-21000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falcon Hotel,"28.800,00 TL",27000-29000,Antalya - Lara ,"17 km, Antalya HA ",Denize Sıfır,Yok,Var,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
Fun And Sun Smart Hane Sun,"13.678,86 TL",13000-15000,Antalya - Side-Çolaklı ,"55 km, Antalya HA ",600 - 750 Metre Arası,Özel Plaj,Yok,0,0,6,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1
Green Paradise Hotel,"6.891,41 TL",5000-7000,Antalya - Alanya ,"55 km, Gazipaşa HA ",Denize Sıfır,Özel Plaj,Var,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0
Hera Hotel Kaş,"15.390,00 TL",15000-17000,Antalya - Kaş-Küçükçakıl Mevkii ,"160 km, Dalaman HA ",Denize Sıfır,Özel Plaj,Var,2,1,1,1,1,0,0,3,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1
Hotel Bleu Nuit,"4.050,00 TL",+33000,Bodrum - Gümbet ,"35 km, Milas ",50 - 100 Metre Arası,Özel Plaj,Yok,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
Kleopatra Arsi Hotel,"18.711,36 TL",17000-19000,Antalya - Alanya ,"125 km, Antalya ",50 - 100 Metre Arası,Özel Plaj,Yok,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0
Lonicera Premium Hotel,"16.447,86 TL",15000-17000,Antalya - Alanya-Türkler ,"65 km, Gazipaşa HA ",Denize Sıfır,Özel Plaj,Yok,0,1,1,1,1,1,1,4,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1
Magna Manastır Suıt Hotel,"23.760,00 TL",23000-25000,Bodrum - Bodrum Merkez ,"30 km, Milas HA ",200 - 300 Metre Arası,Halk Plajı,Yok,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
Seher Kumköy Star Resort Spa,"18.720,00 TL",17000-19000,Antalya - Side-Manavgat ,"60 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,2,0,1,1,1,1,0,5,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
Side Amour Hotel,"10.800,00 TL",9000-11000,Antalya - Side-Manavgat ,"65 km, Antalya ",750 Metre ve Üzeri,Özel Plaj,Yok,0,0,1,1,1,0,1,2,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
Side Win Hotel,"6.891,45 TL",5000-7000,Antalya - Side-Evrenseki ,"56 km, Antalya HA ",500 - 600 Metre Arası,Özel Plaj,Yok,0,0,0,0,1,0,0,3,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
Sisus Marina Hotel,"10.920,00 TL",9000-11000,Çeşme - Dalyan ,"90 km, Adnan Menderes HA ",750 Metre ve Üzeri,Halk Plajı,Yok,2,1,0,1,1,1,1,2,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
The D Hotel Ceşme Spa Resort,"18.921,60 TL",17000-19000,Çeşme - Çeşme Merkez ,"90 km, Adnan Menderes HA ",750 Metre ve Üzeri,Yok,Yok,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Theluna Suite Hotel,"14.132,53 TL",13000-15000,Antalya - Konyaaltı-Konyaaltı ,"20 km, Antalya ",50 Metreye Kadar,Halk Plajı,Yok,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1
Vita Bella Hotel Resort Spa,"22.950,00 TL",21000-23000,Bodrum - Gündoğan ,"48 km, Milas HA ",Denize Sıfır,Özel Plaj,Var,1,0,1,1,1,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0
Casablanca Beach +12,"13.568,10 TL",13000-15000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Club Hotel Mirabell,"8.004,03 TL",7000-9000,Antalya - Alanya-Konaklı ,"120 km, Antalya ",50 - 100 Metre Arası,Özel Plaj,Var,0,1,1,1,2,0,0,5,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1
Gardenia Hotel,"13.157,10 TL",13000-15000,Antalya - Alanya-Kleopatra ,"130 km, Antalya HA ",50 Metreye Kadar,Halk Plajı,Yok,1,1,1,1,1,0,0,3,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0
Grand Park Lara,"17.313,75 TL",17000-19000,Antalya - Lara-Kundu ,"14 km, Antalya HA ",100 - 200 Metre Arası,Özel Plaj,Yok,2,1,4,2,5,0,1,6,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1
Holiday Inn Antalya Lara,"16.906,50 TL",15000-17000,Antalya - Lara-Örnekköy ,"7 km, Antalya HA ",400 - 500 Metre Arası,Özel Plaj,Yok,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
Oba Star Hotel Spa,"8.716,50 TL",7000-9000,Antalya - Alanya-Obagöl ,"35 km, Gazipaşa(Alanya) HA ",50 - 100 Metre Arası,Özel Plaj,Yok,0,1,0,0,2,0,1,3,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
Prenses Sealine Beach Hotel,"13.425,50 TL",13000-15000,Antalya - Belek-Boğazkent ,"35 km, Antalya HA ",200 - 300 Metre Arası,Halk Plajı,Yok,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0
Stella Hotel Kemer,"12.105,00 TL",11000-13000,Antalya - Kemer-Çamyuva ,"63 km, Antalya HA ",100 - 200 Metre Arası,Özel Plaj,Yok,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1
The Corner Park Hotel,"17.442,00 TL",17000-19000,Antalya - Konyaaltı ,"19 km, Antalya HA ",Denize Sıfır (Aradan Yol Geçiyor),Yok,Yok,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
A11 Hotel Obaköy,"7.257,00 TL",7000-9000,Antalya - Alanya-Obagöl ,"130 km, Antalya HA ",50 - 100 Metre Arası,Özel Plaj,Var,0,1,0,1,1,0,0,5,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1
Akra V,"15.897,60 TL",15000-17000,Antalya - Lara ,"15 km, Antalya HA ",300 - 400 Metre Arası,Yok,Yok,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1
Arsi Enfi City Beach Hotel,"10.044,60 TL",9000-11000,Antalya - Alanya ,"127 km, Antalya ",Denize Sıfır (Aradan Yol Geçiyor),Özel Plaj,Yok,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1
Blue Diamond Alya Hotel,"11.372,40 TL",11000-13000,Antalya - Alanya ,"125 km, Antalya HA ",Denize Sıfır (Aradan Yol Geçiyor),Özel Plaj,Yok,0,1,1,1,2,0,1,2,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
Kleopatra Ada Beach Hotel,"10.800,00 TL",9000-11000,Antalya - Alanya ,"118 km, Antalya HA ",50 Metreye Kadar,Özel Plaj,Yok,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1
Kleopatra Ada Hotel,"8.775,00 TL",7000-9000,Antalya - Alanya ,"120 km, Antalya ",50 - 100 Metre Arası,Özel Plaj,Yok,1,1,1,1,1,0,1,2,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
Kleopatra Beach Hotel,"10.800,00 TL",9000-11000,Antalya - Alanya-Kleopatra ,"48 km, Alanya HA ",50 - 100 Metre Arası,Özel Plaj,Yok,1,1,1,1,2,0,0,2,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0
Kleopatra Royal Palm Hotel,"10.800,00 TL",9000-11000,Antalya - Alanya ,"118 km, Antalya HA ",50 Metreye Kadar,Özel Plaj,Yok,1,0,1,1,2,0,1,2,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1
Laren Seaside Hotel Spa,"17.491,86 TL",17000-19000,Antalya - Lara ,"7 km, Antalya HA ",No Info,Özel Plaj,Yok,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1
Latanya Palm Hotel,"11.834,00 TL",11000-13000,Antalya - Antalya Merkez-Muratpaşa ,"8 km, Antalya HA ",750 Metre ve Üzeri,Halk Plajı,Yok,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0
Mesut Hotel,"15.764,70 TL",15000-17000,Antalya - Alanya ,"120 km, Antalya HA ",50 Metreye Kadar,Özel Plaj,Yok,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0
Monte Carlo Hotel,"12.285,00 TL",11000-13000,Antalya - Alanya-Obagöl ,"115 km, Antalya HA ",50 - 100 Metre Arası,Özel Plaj,Yok,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0
Nex Royal Beach Hotel,"11.103,75 TL",11000-13000,Antalya - Kemer-Beldibi ,"35 km, Antalya HA ",No Info,Halk Plajı,Yok,0,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Ni Marin Hotel,"22.075,20 TL",21000-23000,Bodrum - Güllük ,"15 km, Milas ",Denize Sıfır,Yok,Var,1,0,0,1,2,0,0,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Old Town Point Hotel,"13.495,31 TL",13000-15000,Antalya - Antalya Merkez ,"13 km, Antalya ",500 - 600 Metre Arası,Halk Plajı,Yok,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Olive Tree Hotel,"19.800,00 TL",19000-21000,Bodrum - Gündoğan ,"50 km, Milas ",50 - 100 Metre Arası,Yok,Yok,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Premier Nergis Beach,"18.954,36 TL",17000-19000,Marmaris - Merkez-Armutalan ,"95 km, Dalaman HA ",Denize Sıfır,Özel Plaj,Var,1,1,1,1,1,0,1,3,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0
Ramitos Hotel Turunç,"19.014,89 TL",19000-21000,Marmaris - Turunç ,"120 km, Dalaman HA ",750 Metre ve Üzeri,Özel Plaj,Yok,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
Rammos Hotel Bodrum,"20.928,00 TL",19000-21000,Bodrum - Turgutreis ,"53 km, Milas HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,2,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
Rich Melissa Hotel,"9.180,00 TL",9000-11000,Antalya - Kemer-Merkez ,"60 km, Antalya HA ",750 Metre ve Üzeri,Halk Plajı,Yok,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
Rk Magic Dream Hotel,"15.750,00 TL",15000-17000,Antalya - Kemer ,"55 km, Antalya ",600 - 750 Metre Arası,Özel Plaj,Yok,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0
Saint Star Kemer (Adult Only),"17.388,00 TL",17000-19000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seagull Hotel,"13.566,00 TL",13000-15000,Antalya - Kemer ,"40 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,1,0,1,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1
Side Golden Rock Hotel Spa +16,"11.505,78 TL",11000-13000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Çıralı Azur Hotel,"17.975,52 TL",17000-19000,Antalya - Çıralı ,"90 km, Antalya HA ",100 - 200 Metre Arası,Özel Plaj,Yok,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1
Elista Boutique Hotel Spa,"34.699,50 TL",+33000,Bodrum - Türkbükü ,"35 km, Milas HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
Golden Orange Hotel,"17.535,24 TL",17000-19000,Antalya - Konyaaltı ,"16 km, Antalya HA ",300 - 400 Metre Arası,Halk Plajı,Yok,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Grand Bahama Beach Hotel,"15.300,00 TL",15000-17000,Antalya - Alanya-Konaklı ,"30 km, Gazipaşa(Alanya) HA ",300 - 400 Metre Arası,Özel Plaj,Yok,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1
Honeymoon Beach Hotel,"10.200,00 TL",9000-11000,Marmaris - Merkez ,"96 km, Dalaman HA ",Denize Sıfır,Özel Plaj,Var,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Hotel Centro Bodrum,"9.152,21 TL",9000-11000,Bodrum - Bodrum Merkez ,"36 km, Milas HA ",750 Metre ve Üzeri,Halk Plajı,Yok,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hotel Golden Sun,"19.941,00 TL",19000-21000,Antalya - Kemer-Beldibi ,"45 km, Antalya HA ",400 - 500 Metre Arası,Özel Plaj,Yok,0,0,1,0,2,0,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Kristal Beach Hotel,"8.409,60 TL",7000-9000,Antalya - Konyaaltı ,"15 km, Antalya HA ",Denize Sıfır (Aradan Yol Geçiyor),Halk Plajı,Yok,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
Leslion Luxury Hotel,"10.200,00 TL",9000-11000,Antalya - Antalya Merkez-Muratpaşa ,"12 km, Antalya ",750 Metre ve Üzeri,Yok,Yok,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
Mene City Hotel,"26.069,76 TL",25000-27000,Antalya - Muratpaşa ,"9 km, Antalya ",750 Metre ve Üzeri,Halk Plajı,Yok,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Rosy Hotel,"7.500,00 TL",7000-9000,Marmaris - Merkez ,"85 km, Dalaman HA ",750 Metre ve Üzeri,Yok,Yok,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
Santa Marina Hotel,"9.900,00 TL",9000-11000,Antalya - Konyaaltı ,"15 km, Antalya HA ",100 - 200 Metre Arası,Yok,Yok,1,1,1,1,1,0,0,2,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
Sava Hotel,"7.437,14 TL",7000-9000,Antalya - Konyaaltı ,"22 km, Antalya HA ",50 - 100 Metre Arası,Halk Plajı,Yok,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Valeri Beach Hotel,"16.351,86 TL",15000-17000,Antalya - Kemer-Merkez ,"55 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,0,1,2,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1
Yalıhan Aspendos Hotel,"20.412,00 TL",19000-21000,Antalya - Alanya-Avsallar ,"100 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,1,0,1,1,1,0,0,3,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1
